1;0.05970212;0.06261560
2;0.05865585;0.06155742
3;0.05828284;0.06120077
4;0.05805379;0.06098737
5;0.05790193;0.06082482
6;0.05776149;0.06070146
7;0.05766371;0.06061846
8;0.05761853;0.06055017
9;0.05754096;0.06047819
10;0.05750985;0.06041359
11;0.05746958;0.06037024
12;0.05741092;0.06031305
13;0.05731037;0.06024859
14;0.05725039;0.06021061
15;0.05720804;0.06017291
16;0.05720990;0.06013964
17;0.05717951;0.06009348
18;0.05714387;0.06007970
19;0.05713185;0.06005149
20;0.05713434;0.06003192
21;0.05710562;0.06001960
22;0.05706969;0.05999022
23;0.05709071;0.05999147
24;0.05701790;0.05995395
25;0.05705057;0.05996023
26;0.05702674;0.05993833
27;0.05701293;0.05992579
28;0.05700180;0.05992664
29;0.05705656;0.05992455
30;0.05699050;0.05988874
31;0.05695372;0.05988114
32;0.05696895;0.05987363
33;0.05692810;0.05985177
34;0.05692872;0.05983101
35;0.05691769;0.05983279
36;0.05690798;0.05983201
37;0.05690277;0.05980144
38;0.05689929;0.05979124
39;0.05690103;0.05978501
40;0.05688460;0.05979897
41;0.05688185;0.05979357
42;0.05683984;0.05977889
43;0.05687548;0.05977758
44;0.05682200;0.05972710
45;0.05683162;0.05971892
46;0.05680491;0.05972055
47;0.05679952;0.05970404
48;0.05681126;0.05969746
49;0.05679281;0.05971502
50;0.05681596;0.05970588
51;0.05681285;0.05969426
52;0.05676480;0.05970661
53;0.05677809;0.05966774
54;0.05679182;0.05969364
55;0.05677151;0.05967592
56;0.05674745;0.05967183
57;0.05674389;0.05965293
58;0.05673716;0.05965409
59;0.05674044;0.05963552
60;0.05673661;0.05964867
61;0.05674756;0.05965281
62;0.05673340;0.05964205
63;0.05670359;0.05963252
64;0.05671821;0.05961668
65;0.05670402;0.05959988
66;0.05671949;0.05962119
67;0.05674264;0.05967360
68;0.05668757;0.05963669
69;0.05672712;0.05962797
70;0.05668379;0.05959814
71;0.05668235;0.05959360
72;0.05669181;0.05958371
73;0.05665173;0.05959089
74;0.05670449;0.05961125
75;0.05665126;0.05958392
76;0.05668213;0.05958089
77;0.05663366;0.05956642
78;0.05671284;0.05960203
79;0.05663667;0.05956876
80;0.05666385;0.05958534
81;0.05665436;0.05958520
82;0.05667311;0.05956835
83;0.05666163;0.05956886
84;0.05661611;0.05955909
85;0.05664987;0.05954707
86;0.05664451;0.05956378
87;0.05661580;0.05953203
88;0.05663897;0.05955276
89;0.05664781;0.05953551
90;0.05664900;0.05953264
91;0.05667685;0.05955777
92;0.05661482;0.05950093
93;0.05659714;0.05952799
94;0.05659551;0.05949933
95;0.05662320;0.05953696
96;0.05662324;0.05951247
97;0.05659631;0.05953412
98;0.05659174;0.05950100
99;0.05660146;0.05951648
100;0.05664850;0.05953645
101;0.05661492;0.05952379
102;0.05661542;0.05949664
103;0.05663365;0.05950763
104;0.05655595;0.05948845
105;0.05661364;0.05951270
106;0.05658348;0.05948009
107;0.05658511;0.05951251
108;0.05656832;0.05947311
109;0.05659388;0.05950104
110;0.05656493;0.05946574
111;0.05659145;0.05948306
112;0.05660133;0.05948814
113;0.05659000;0.05950655
114;0.05659563;0.05948926
115;0.05655193;0.05946386
116;0.05659547;0.05947115
117;0.05655505;0.05946301
118;0.05656318;0.05946036
119;0.05655805;0.05946615
120;0.05655408;0.05944454
121;0.05658849;0.05946244
122;0.05655651;0.05946317
123;0.05653878;0.05946085
124;0.05651984;0.05944166
125;0.05656799;0.05946677
126;0.05654772;0.05944144
127;0.05654676;0.05948497
128;0.05652544;0.05943864
129;0.05656807;0.05944400
130;0.05652117;0.05946887
131;0.05656008;0.05943882
132;0.05655193;0.05943466
133;0.05653987;0.05944465
134;0.05651534;0.05946600
135;0.05656718;0.05943580
136;0.05656261;0.05948862
137;0.05652549;0.05944633
138;0.05652681;0.05944923
139;0.05653884;0.05945608
140;0.05652202;0.05943054
141;0.05650408;0.05943101
142;0.05650936;0.05941682
143;0.05650070;0.05944015
144;0.05650329;0.05941279
145;0.05654687;0.05947949
146;0.05652643;0.05945362
147;0.05652459;0.05940348
148;0.05652983;0.05946282
149;0.05649909;0.05939823
150;0.05652555;0.05944992
151;0.05652889;0.05943932
152;0.05649937;0.05940456
153;0.05651315;0.05946103
154;0.05648245;0.05940385
