1;0.06972291;0.07652164
2;0.06678381;0.07486473
3;0.06545909;0.07395562
4;0.06489177;0.07361817
5;0.06462239;0.07342041
6;0.06444015;0.07329054
7;0.06430152;0.07317179
8;0.06419020;0.07304775
9;0.06409607;0.07300727
10;0.06400440;0.07290615
11;0.06390320;0.07283361
12;0.06382701;0.07275072
13;0.06376727;0.07268558
14;0.06371827;0.07263222
15;0.06367589;0.07263427
16;0.06363793;0.07256480
17;0.06360471;0.07253062
18;0.06357308;0.07249912
19;0.06354456;0.07246419
20;0.06351730;0.07247572
21;0.06349206;0.07246704
22;0.06346785;0.07242411
23;0.06344555;0.07241787
24;0.06342523;0.07238381
25;0.06340602;0.07236530
26;0.06338859;0.07233293
27;0.06337069;0.07233675
28;0.06335566;0.07228480
29;0.06334079;0.07229108
30;0.06332643;0.07229485
31;0.06331299;0.07227463
32;0.06330028;0.07227391
33;0.06328741;0.07226432
34;0.06327526;0.07223333
35;0.06326400;0.07227639
36;0.06325228;0.07219358
37;0.06323979;0.07225261
38;0.06322782;0.07225470
39;0.06321721;0.07223678
40;0.06320770;0.07216274
41;0.06319729;0.07215856
42;0.06318825;0.07219020
43;0.06317944;0.07216593
44;0.06317009;0.07213358
45;0.06316146;0.07212090
46;0.06315302;0.07213126
47;0.06314512;0.07211236
48;0.06313784;0.07216141
49;0.06313021;0.07213534
50;0.06312323;0.07209223
51;0.06311676;0.07213968
52;0.06310984;0.07207230
53;0.06310361;0.07207895
54;0.06309708;0.07205232
55;0.06309002;0.07207233
56;0.06308436;0.07207179
57;0.06307882;0.07207709
58;0.06307290;0.07206679
59;0.06306723;0.07206507
60;0.06306153;0.07203668
61;0.06305591;0.07204387
62;0.06305087;0.07204107
63;0.06304487;0.07202581
64;0.06304017;0.07199204
65;0.06303454;0.07200047
66;0.06303053;0.07204273
67;0.06302556;0.07198921
68;0.06301919;0.07199282
69;0.06301393;0.07200114
70;0.06300914;0.07197922
71;0.06300395;0.07197095
72;0.06299891;0.07198631
73;0.06299429;0.07197104
74;0.06298937;0.07198495
75;0.06298494;0.07195284
76;0.06297987;0.07195647
77;0.06297507;0.07197980
78;0.06297132;0.07193808
79;0.06296610;0.07196467
80;0.06296219;0.07195936
81;0.06295740;0.07198195
82;0.06295396;0.07191723
83;0.06295000;0.07191520
84;0.06294680;0.07194638
85;0.06294221;0.07190423
86;0.06293829;0.07191069
87;0.06293480;0.07191349
88;0.06293142;0.07189190
89;0.06292778;0.07189661
90;0.06292456;0.07188220
91;0.06292074;0.07188263
92;0.06291786;0.07193831
93;0.06291419;0.07191650
94;0.06291136;0.07188580
95;0.06290796;0.07191222
96;0.06290503;0.07189846
97;0.06290167;0.07188079
98;0.06289943;0.07186412
99;0.06289641;0.07190217
100;0.06289280;0.07188918
101;0.06289048;0.07187877
102;0.06288752;0.07187545
103;0.06288438;0.07189792
104;0.06288169;0.07184819
105;0.06287862;0.07191037
106;0.06287607;0.07185197
107;0.06287325;0.07186701
108;0.06287061;0.07185192
109;0.06286836;0.07185405
110;0.06286518;0.07186821
111;0.06286302;0.07183061
112;0.06286065;0.07187406
113;0.06285828;0.07186773
114;0.06285591;0.07185757
115;0.06285367;0.07184990
116;0.06285146;0.07183409
117;0.06284868;0.07183928
118;0.06284656;0.07190315
119;0.06284493;0.07188289
120;0.06284308;0.07183108
121;0.06284005;0.07184574
122;0.06283814;0.07182042
123;0.06283630;0.07178614
124;0.06283425;0.07182317
125;0.06283198;0.07184643
126;0.06283023;0.07179769
127;0.06282844;0.07182972
128;0.06282649;0.07182293
129;0.06282485;0.07180289
130;0.06282177;0.07180700
131;0.06282083;0.07182868
132;0.06281877;0.07179746
133;0.06281706;0.07182713
134;0.06281471;0.07182681
135;0.06281336;0.07180627
136;0.06281156;0.07179945
137;0.06280980;0.07179466
138;0.06280761;0.07189058
139;0.06280591;0.07178040
140;0.06280493;0.07179593
